,x,y
node1,1459.538,1302.8015
node2,1508.123,1365.5083
node3,1539.2803,1332.3737
node4,1582.0338,1330.5709
node5,1621.3229,1373.1962
node6,1663.9564,1352.8234
node7,1711.2343,1364.4019
node8,1764.0063,1359.6287
node9,1811.5905,1355.102
node10,1859.6204,1331.2064
node11,1899.954,1364.678
node12,1948.805,1370.4784
node13,1994.7206,1350.5502
node14,2041.5706,1371.1938
node15,2098.948,1349.8768
node16,2164.0828,1396.5636
node17,2233.946,1394.0103
node18,2287.4353,1389.4188
node19,2411.0554,1415.8932
node20,2472.8271,1377.5175
node21,2575.5596,1310.7437
node22,2634.2068,1264.2692
node23,2696.8025,1206.2384
node24,2764.0684,1186.4263
node25,2815.4424,1153.2828
node26,2867.3755,1137.6385
node27,2891.132,1088.8168
node28,2908.1387,1019.5364
node29,2960.8096,1019.945
node30,3013.6355,1005.4396
node31,3046.2324,968.3458
node32,3105.6042,954.1519
node33,3130.5452,895.5862
node34,3203.7852,899.9611
node35,3248.605,869.5137
node36,3291.702,832.6694
node37,3352.4434,807.8297
node38,3390.862,793.9738
node39,3435.1152,781.5525
node40,3473.9949,755.5599
node41,3523.1057,740.2036
node42,3566.3457,737.702
node43,3613.943,723.4999
node44,3652.874,709.188
node45,3703.776,687.9704
node46,3749.806,674.6862
node47,3795.614,640.927
node48,3849.6353,634.3885
node49,3904.182,634.0472
node50,3952.9517,612.964
node51,4002.61,650.3872
node52,4053.232,611.6842
node53,4095.5193,634.695
node54,4142.4297,608.061
node55,4188.7407,629.3745
node56,4232.9736,627.3168
node57,4288.1777,582.3952
node58,4344.154,596.274
node59,4398.1943,620.6148
node60,4451.859,643.8682
node61,4511.553,620.6214
node62,4564.3193,634.3342
node63,4618.7827,683.3499
node64,4675.494,687.1062
node65,4729.968,715.7592
node66,4792.783,707.1004
node67,4848.9165,713.4614
node68,4898.9233,675.0372
node69,4972.0083,675.7858
node70,5043.563,661.9932
node71,5111.8057,641.2053
node72,5165.3696,577.6582
node73,5226.91,524.5752
node74,5276.5146,466.6228
node75,5350.786,491.6738
node76,5391.0786,444.911
node77,5438.676,427.8028
node78,5479.088,376.934
node79,5516.9863,300.2478
node80,5576.6094,359.5897
node81,5626.0093,362.3426
node82,5688.7046,351.3729
node83,5738.263,347.876
node84,5779.616,484.8254
node85,5836.0635,460.7086
node86,5890.2886,466.0146
node87,5946.455,473.8104
node88,5996.651,413.5058
node89,6048.896,475.7929
node90,6093.3086,436.2389
node91,6136.3003,395.4784
node92,6178.5425,385.3288
node93,6216.2515,321.6564
node94,6263.963,299.048
node95,6309.3813,210.5191
node96,6380.388,282.7695
node97,6436.1484,237.2345
node98,6503.4463,296.3159
node99,6583.2964,191.4996
node100,6651.7793,127.313
node101,6734.7065,205.1904
node102,6817.9175,131.2929
node103,6876.4727,297.297
node104,6964.167,301.4234
node105,7041.733,285.8493
node106,7118.708,252.4445
node107,7162.2695,283.6066
node108,7197.888,392.8036
node109,7238.01,412.4478
node110,7304.2554,364.9875
node111,7334.372,445.9348
node112,7368.3857,537.2076
node113,7434.416,547.8565
node114,7516.673,548.5628
node115,7535.5215,607.845
node116,7576.366,656.9238
node117,7630.3066,640.7049
node118,7683.4575,661.2978
node119,1399.219,1314.6874
node120,1480.2026,1412.7229
node121,1502.5963,1421.5803
node122,1558.3623,1426.5353
node123,1596.9362,1431.9891
node124,1648.2506,1445.4893
node125,1691.9583,1444.0852
node126,1750.0962,1450.6852
node127,1807.8138,1459.1107
node128,1863.2343,1472.0648
node129,1884.9825,1467.2723
node130,1941.0236,1479.0067
node131,1970.1569,1476.2797
node132,2040.5068,1478.0653
node133,2129.6423,1489.1361
node134,2146.144,1483.0596
node135,2218.899,1467.7521
node136,2284.617,1462.514
node137,2430.8015,1451.8529
node138,2497.5093,1417.7789
node139,2545.737,1387.6841
node140,2676.768,1357.7681
node141,2740.0442,1307.4135
node142,2816.9941,1296.0194
node143,2853.6611,1254.6176
node144,2901.5054,1220.1116
node145,2940.9087,1193.7301
node146,2996.9792,1179.8374
node147,3026.6956,1146.8434
node148,3066.2163,1125.6213
node149,3109.7666,1100.061
node150,3162.0825,1087.5435
node151,3207.0764,1068.1542
node152,3262.6062,1031.4072
node153,3302.962,1016.6922
node154,3351.1267,984.2125
node155,3399.3577,963.3055
node156,3447.9487,932.3724
node157,3475.7856,922.9495
node158,3535.027,889.101
node159,3582.037,881.0334
node160,3614.6665,851.1228
node161,3652.8096,836.586
node162,3685.087,818.0388
node163,3730.181,824.6381
node164,3783.2195,803.0025
node165,3813.9832,802.6084
node166,3860.828,801.1773
node167,3934.911,794.8054
node168,3960.0757,797.3802
node169,4024.7136,783.3402
node170,4057.438,795.3513
node171,4114.0654,798.2802
node172,4136.99,794.267
node173,4192.5884,799.5666
node174,4234.9194,794.342
node175,4297.956,792.506
node176,4335.81,783.7986
node177,4372.962,799.4722
node178,4447.644,800.2146
node179,4494.961,810.0832
node180,4554.83,811.797
node181,4621.384,814.8886
node182,4681.9067,820.4856
node183,4746.1465,821.6639
node184,4795.6753,818.7468
node185,4872.074,816.2638
node186,4930.4717,803.4771
node187,4995.3174,784.5991
node188,5062.548,758.2795
node189,5142.6714,737.897
node190,5214.2476,706.9848
node191,5290.3936,687.8214
node192,5336.5747,652.5166
node193,5401.819,637.4035
node194,5443.1523,608.5962
node195,5492.5537,594.586
node196,5533.3896,581.8588
node197,5569.1655,570.4905
node198,5606.482,568.37
node199,5654.8574,559.487
node200,5682.3706,561.926
node201,5737.2324,555.338
node202,5781.8574,564.4784
node203,5837.9277,560.5274
node204,5890.992,573.7664
node205,5954.5903,575.6349
node206,5998.99,577.6736
node207,6058.166,569.9301
node208,6113.0156,561.7527
node209,6153.7905,555.5162
node210,6201.197,552.2636
node211,6261.4395,537.0482
node212,6291.1396,544.1168
node213,6340.671,540.342
node214,6408.4863,527.5971
node215,6461.024,534.1401
node216,6523.915,530.387
node217,6589.55,525.8603
node218,6663.9214,528.5152
node219,6711.968,539.9632
node220,6809.238,501.2841
node221,6856.272,509.384
node222,6933.813,532.2664
node223,7012.864,547.3188
node224,7058.8887,557.5968
node225,7091.793,564.7787
node226,7139.8174,593.2188
node227,7194.6904,595.7959
node228,7244.6543,594.5268
node229,7278.7007,622.9978
node230,7330.5127,658.3021
node231,7371.932,691.093
node232,7441.7,734.725
node233,7510.6313,734.833
node234,7536.632,760.375
node235,7589.583,783.0832
node236,7663.2974,780.1754
node237,1390.2255,1338.6113
node238,1455.6704,1428.1952
node239,1488.1919,1430.4093
node240,1536.1953,1448.4862
node241,1564.6263,1448.5673
node242,1627.9954,1458.0037
node243,1683.6018,1458.9082
node244,1729.0742,1468.5833
node245,1845.5302,1486.5831
node246,1902.5282,1485.4749
node247,1943.5604,1492.3838
node248,2104.252,1509.8743
node249,2155.747,1509.7242
node250,2237.6775,1494.8466
node251,2304.8352,1492.3502
node252,2425.0234,1480.6709
node253,2484.2795,1450.6649
node254,2564.5667,1411.2659
node255,2675.364,1390.951
node256,2733.36,1349.2091
node257,2788.5725,1314.1509
node258,2844.7332,1277.4415
node259,2896.6992,1252.7815
node260,2940.9192,1222.7257
node261,2988.8389,1198.0219
node262,3031.4448,1177.637
node263,3054.3904,1148.7334
node264,3120.6123,1135.8274
node265,3157.2944,1115.1914
node266,3191.9443,1098.6134
node267,3250.87,1056.4362
node268,3307.0845,1037.9142
node269,3356.9675,1011.9055
node270,3410.1887,989.3965
node271,3455.6611,973.2594
node272,3497.9792,938.5375
node273,3542.8467,929.4691
node274,3582.1104,909.5989
node275,3618.8633,887.9507
node276,3656.6455,870.9507
node277,3696.9492,856.114
node278,3747.016,846.6813
node279,3787.1997,828.6094
node280,3845.5464,817.3773
node281,3876.421,838.9503
node282,3920.7393,843.806
node283,3979.246,850.4892
node284,4013.243,835.9362
node285,4059.9216,849.4001
node286,4100.6704,837.3834
node287,4140.2065,842.9257
node288,4194.611,838.9189
node289,4231.414,829.739
node290,4285.617,826.337
node291,4334.1543,844.319
node292,4390.89,830.1172
node293,4459.0737,839.9272
node294,4516.409,846.5547
node295,4567.5996,836.1376
node296,4610.3403,840.444
node297,4689.7827,848.8967
node298,4732.3174,847.9861
node299,4801.9277,850.4229
node300,4908.936,857.5621
node301,5003.1353,818.3474
node302,5078.2485,810.9674
node303,5134.351,776.9386
node304,5313.047,681.0174
node305,5396.236,672.7964
node306,5446.0996,654.443
node307,5487.035,640.7546
node308,5584.8247,610.5909
node309,5616.6885,594.497
node310,5649.863,594.7196
node311,5682.6807,593.7726
node312,5748.9927,586.326
node313,5792.9795,596.6534
node314,5850.15,607.5344
node315,5882.424,602.5664
node316,5966.887,596.0877
node317,6002.2437,614.9002
node318,6057.925,603.4929
node319,6111.5845,606.4898
node320,6154.9624,597.588
node321,6200.883,588.3984
node322,6242.8184,583.2992
node323,6291.7876,574.6322
node324,6354.2744,584.1222
node325,6398.329,578.015
node326,6470.5864,588.2256
node327,6512.629,585.809
node328,6580.658,561.8512
node329,6663.592,577.7594
node330,6737.072,569.26
node331,6804.5337,578.2948
node332,6845.6074,593.1921
node333,6946.0103,557.6328
node334,7001.3,589.9384
node335,7055.333,605.4522
node336,7104.9873,606.9528
node337,7150.669,622.7467
node338,7184.8306,636.5426
node339,7237.588,661.3647
node340,7286.541,670.3
node341,7335.1294,694.8628
node342,7405.804,723.358
node343,7456.3975,760.33
node344,7527.5786,782.857
node345,7613.2334,824.4481
node346,7704.2705,796.8478
node347,1368.7661,1366.1542
node348,1429.6693,1438.7523
node349,1442.6833,1452.7113
node350,1499.7974,1461.6031
node351,1550.6862,1473.5892
node352,1605.7128,1471.5327
node353,1729.6716,1498.1611
node354,1781.7751,1508.4338
node355,1834.3658,1513.7518
node356,1883.417,1522.7484
node357,1929.7087,1520.3297
node358,1989.3267,1526.3185
node359,2051.5278,1524.4521
node360,2108.0293,1531.7899
node361,2175.2727,1525.3623
node362,2233.069,1524.7074
node363,2301.0645,1516.1182
node364,2386.2769,1509.0061
node365,2471.1125,1488.7439
node366,2556.878,1463.1111
node367,2627.2175,1412.7994
node368,2692.986,1364.1129
node369,2786.128,1349.3068
node370,2843.913,1309.2765
node371,2897.7253,1275.2996
node372,2949.7566,1257.2734
node373,2986.168,1234.7554
node374,3020.3652,1225.2361
node375,3076.2063,1208.8534
node376,3116.7065,1172.7993
node377,3170.5708,1147.0746
node378,3218.4448,1137.6014
node379,3263.997,1100.3258
node380,3318.4219,1086.4797
node381,3364.923,1066.2837
node382,3415.182,1047.8284
node383,3452.9573,1023.538
node384,3506.8896,989.0635
node385,3529.238,965.4894
node386,3572.864,957.1986
node387,3613.1072,936.239
node388,3658.0527,912.5599
node389,3699.0105,894.9995
node390,3744.3792,884.0256
node391,3782.545,895.8526
node392,3818.6047,874.712
node393,3875.9285,894.3856
node394,3932.8967,879.7747
node395,3985.8489,885.4044
node396,4021.1392,893.0149
node397,4057.7295,887.9798
node398,4108.3623,883.5081
node399,4157.636,899.7783
node400,4201.4756,884.1229
node401,4238.568,877.3349
node402,4303.3467,902.0644
node403,4324.9463,889.1584
node404,4395.2837,875.9427
node405,4467.182,872.2296
node406,4523.245,880.2
node407,4563.5806,892.6343
node408,4634.5034,894.3779
node409,4685.759,900.2098
node410,4744.585,891.297
node411,4820.1064,889.9297
node412,4886.256,882.8881
node413,4943.0547,885.6555
node414,4996.559,864.951
node415,5075.315,854.3735
node416,5131.716,818.6982
node417,5172.647,798.9534
node418,5332.7065,752.4882
node419,5394.2744,721.2358
node420,5447.0728,697.172
node421,5491.255,678.2882
node422,5546.355,675.4613
node423,5578.1626,659.2774
node424,5615.8774,641.5852
node425,5658.556,617.708
node426,5690.609,638.4148
node427,5745.2856,634.8478
node428,5798.821,641.8572
node429,5858.83,643.1756
node430,5894.912,656.4229
node431,5964.0356,658.2436
node432,6005.9873,649.872
node433,6053.1646,650.2546
node434,6110.0,662.526
node435,6163.773,643.6385
node436,6221.8984,644.1313
node437,6251.5757,630.8624
node438,6294.3887,635.3952
node439,6365.9185,632.6703
node440,6421.989,635.5786
node441,6480.207,667.2195
node442,6544.0005,641.895
node443,6609.0054,651.9658
node444,6666.858,649.925
node445,6747.269,655.5755
node446,6809.8945,647.3144
node447,6846.3193,648.5765
node448,6922.4297,670.8335
node449,7001.3086,668.5206
node450,7227.2817,704.8167
node451,7293.0415,726.4932
node452,7354.176,754.7484
node453,7434.6255,774.2762
node454,7468.556,803.7824
node455,7541.005,838.1088
node456,7588.43,846.0841
node457,7634.1865,862.6441
node458,7732.4697,841.7701
node459,1328.7305,1365.8928
node460,1393.9484,1460.4332
node461,1421.2273,1472.8173
node462,1453.4023,1481.2504
node463,1513.9017,1485.8828
node464,1576.6665,1502.2327
node465,1658.2146,1524.0192
node466,1715.637,1526.3356
node467,1785.9874,1524.8302
node468,1826.823,1546.1901
node469,1876.019,1548.705
node470,1927.8632,1550.7268
node471,1989.2004,1560.4645
node472,2042.1385,1554.5337
node473,2101.9922,1561.4941
node474,2169.9058,1566.1138
node475,2220.7014,1555.9343
node476,2282.3604,1548.3383
node477,2384.04,1538.8744
node478,2444.16,1514.2593
node479,2540.1218,1493.604
node480,2619.4875,1461.3671
node481,2700.4336,1414.7651
node482,2772.2065,1390.5194
node483,2830.3323,1365.4365
node484,2888.9067,1343.0458
node485,2936.943,1315.4319
node486,2980.0137,1276.0234
node487,3028.7043,1260.427
node488,3070.8604,1233.2793
node489,3121.1267,1219.0298
node490,3185.665,1207.3154
node491,3225.6084,1175.1963
node492,3281.4907,1166.927
node493,3320.8154,1147.8208
node494,3371.431,1125.1904
node495,3412.0583,1097.8022
node496,3457.2449,1080.689
node497,3508.3833,1062.8009
node498,3547.532,1026.137
node499,3582.507,1016.942
node500,3623.7424,990.6101
node501,3662.5757,975.7264
node502,3711.368,961.5676
node503,3748.8948,945.6749
node504,3853.3027,933.9137
node505,3894.4775,924.3988
node506,3932.1316,949.5676
node507,3984.141,950.8476
node508,4023.0923,944.3165
node509,4061.82,959.4606
node510,4112.0396,940.5943
node511,4152.6973,953.6752
node512,4199.126,944.5384
node513,4242.9204,953.8384
node514,4290.5244,950.2084
node515,4350.5195,943.957
node516,4408.511,942.3575
node517,4461.4224,939.3336
node518,4517.9443,933.5968
node519,4586.328,937.0486
node520,4627.8906,936.8151
node521,4706.292,960.5413
node522,4785.384,923.1722
node523,4821.411,959.2081
node524,4874.304,939.1472
node525,4914.903,929.1526
node526,5004.5874,936.6722
node527,5077.7407,912.1814
node528,5127.648,889.9534
node529,5340.251,802.1692
node530,5395.6045,760.2845
node531,5449.631,759.665
node532,5491.616,737.8476
node533,5544.85,730.2718
node534,5586.2437,715.9834
node535,5620.0464,706.0752
node536,5662.227,726.5344
node537,5703.0884,701.8672
node538,5752.664,697.3724
node539,5800.295,696.599
node540,5859.164,716.062
node541,5910.2744,714.2209
node542,5972.1987,702.5321
node543,6012.715,712.9467
node544,6064.579,720.0292
node545,6108.528,702.648
node546,6167.8955,700.4251
node547,6209.4717,704.5775
node548,6258.0854,705.2998
node549,6314.4272,698.3832
node550,6367.6074,705.6102
node551,6427.714,704.2486
node552,6490.6196,715.4234
node553,6543.659,709.8807
node554,6601.7817,724.2998
node555,6676.536,724.4528
node556,6742.488,732.4356
node557,6796.828,738.8646
node558,6931.1274,726.2602
node559,6996.139,721.3736
node560,7055.78,758.2146
node561,7090.0713,783.9776
node562,7156.8794,755.9007
node563,7185.5767,792.7472
node564,7247.38,783.9807
node565,7290.8423,793.2525
node566,7365.3096,830.8376
node567,7419.7114,845.8201
node568,7582.143,887.7902
node569,7618.14,898.7753
node570,7656.1914,904.7731
node571,7773.828,870.4268
node572,1279.4076,1363.323
node573,1352.7194,1488.2433
node574,1375.6694,1496.3568
node575,1429.1294,1490.1874
node576,1475.6141,1530.9929
node577,1544.5308,1535.6824
node578,1630.7815,1554.3235
node579,1687.9966,1560.478
node580,1760.4778,1578.4305
node581,1817.5864,1585.4541
node582,1865.111,1585.6747
node583,1913.9565,1595.7432
node584,1987.126,1596.397
node585,2041.2162,1604.8635
node586,2094.1624,1599.3265
node587,2148.9612,1599.9504
node588,2233.1125,1597.0015
node589,2301.3323,1595.4442
node590,2363.7466,1575.6381
node591,2433.234,1567.8273
node592,2527.6777,1536.8994
node593,2611.0112,1502.0238
node594,2772.1562,1447.6334
node595,2821.8137,1431.708
node596,2873.4243,1393.7056
node597,2923.6973,1364.0392
node598,2982.5498,1341.81
node599,3018.8826,1325.4606
node600,3073.3115,1302.9686
node601,3122.8264,1261.3234
node602,3178.3113,1270.4536
node603,3222.868,1268.2994
node604,3292.346,1232.8575
node605,3330.3894,1212.3833
node606,3369.7188,1176.4006
node607,3421.8916,1165.8463
node608,3467.5876,1142.6985
node609,3498.4817,1115.0565
node610,3535.8652,1102.7981
node611,3585.705,1096.9576
node612,3619.8057,1059.1096
node613,3673.4587,1048.157
node614,3718.4363,1048.398
node615,3753.0503,1025.2938
node616,3808.6643,1023.412
node617,3861.7175,1021.5647
node618,3911.0344,1010.41
node619,3948.8215,1013.4418
node620,3990.2173,1022.8094
node621,4033.5427,1023.8234
node622,4075.6033,1015.8973
node623,4115.4785,1019.6862
node624,4157.6655,1036.2612
node625,4188.9478,1010.4244
node626,4253.8477,999.8289
node627,4297.318,1012.3176
node628,4357.723,1021.553
node629,4410.4824,1017.1888
node630,4470.93,1016.442
node631,4527.8696,1008.3602
node632,4584.3306,1011.1906
node633,4649.956,1020.9214
node634,4702.4175,1001.4329
node635,4767.497,1002.4781
node636,4831.986,1007.2411
node637,4892.6636,1024.584
node638,4960.9355,996.4012
node639,5001.484,1001.6196
node640,5093.989,991.0816
node641,5146.9053,951.6399
node642,5207.1855,934.9632
node643,5260.77,917.1972
