,x,y
node1,1469.0615,1397.4148
node2,1697.8392,1442.2366
node3,1941.1946,1451.4952
node4,2276.4714,1459.4395
node5,2695.8743,1306.6943
node6,2968.675,1130.7936
node7,3202.9646,1014.0233
node8,3448.9,885.5671
node9,3667.5063,788.4262
node10,3899.8477,738.034
node11,4149.4595,744.487
node12,4415.5933,740.8592
node13,4711.303,784.9402
node14,5069.7373,720.0838
node15,5405.0044,576.6945
node16,5636.3174,486.6294
node17,5890.8057,530.5804
node18,6161.949,493.8658
node19,6432.0835,467.4908
node20,6763.8447,436.6356
node21,7094.2153,458.2762
node22,7331.692,598.984
node23,7596.871,752.7932
node24,1266.0629,1488.5037
node25,1571.139,1608.1135
node26,1914.5482,1644.1238
node27,2244.2595,1639.5126
node28,2624.843,1543.8643
node29,2966.9675,1396.9446
node30,3245.2034,1306.0648
node31,3479.8691,1209.2913
node32,3706.2524,1106.916
node33,3959.1155,1088.9182
node34,4175.8496,1077.2336
node35,4441.6533,1087.0568
node36,4755.795,1087.7018
node37,5093.154,1042.6652
node38,5424.593,930.8975
node39,5667.251,842.0301
node40,5928.164,859.4824
node41,6190.4023,848.6723
node42,6480.4243,884.8626
node43,6790.804,924.6054
node44,7091.025,940.6667
node45,7383.722,992.9193
node46,7717.5054,1017.1741
node47,1028.7805,1585.7635
node48,1404.3219,1763.8734
node49,1810.3691,1834.566
node50,2160.0667,1846.6656
node51,2522.7437,1774.8898
node52,2902.9707,1674.4213
node53,3208.4463,1606.5934
node54,3466.9717,1506.2334
node55,3707.6292,1453.3513
node56,3958.9563,1395.9713
node57,4213.578,1395.7567
node58,4488.027,1416.017
node59,4786.368,1411.1416
node60,5094.9365,1345.2617
node61,5399.8022,1276.1066
node62,5683.911,1208.4128
node63,5973.1133,1216.1414
node64,6260.685,1247.865
node65,6549.499,1282.4242
node66,6862.6074,1305.9829
node67,7185.2886,1304.6987
node68,7517.1816,1326.8103
node69,7899.76,1266.6722
node70,834.3114,1761.1334
node71,1266.5565,1941.9396
node72,1725.6711,2024.2375
node73,2089.1807,2029.1874
node74,2473.5125,2003.6434
node75,2850.9717,1938.5413
node76,3160.4502,1875.966
node77,3453.4348,1811.3964
node78,3706.9033,1757.7136
node79,3961.87,1693.6447
node80,4259.66,1683.53
node81,4515.0635,1688.616
node82,4781.926,1677.8177
node83,5086.901,1633.7784
node84,5405.17,1586.3285
node85,5716.4946,1539.9711
node86,6038.9585,1539.8978
node87,6322.321,1560.0608
node88,6613.726,1596.5426
node89,6952.154,1621.4114
node90,7280.218,1628.8901
node91,7669.095,1608.0079
node92,8075.7344,1526.3645
node93,698.3274,1992.4872
node94,1155.3177,2143.0554
node95,1598.62,2203.5593
node96,1981.0564,2229.764
node97,2385.4092,2225.879
node98,2773.2893,2173.7878
node99,3109.0452,2113.5703
node100,3403.7751,2066.2356
node101,3687.5364,1997.653
node102,3966.4043,1972.654
node103,4257.145,1951.7462
node104,4519.5654,1935.0178
node105,4795.4043,1924.6766
node106,5095.121,1915.9714
node107,5409.3164,1888.53
node108,5734.3286,1862.0718
node109,6070.254,1843.0896
node110,6394.5215,1830.6902
node111,6696.226,1862.1416
node112,7038.09,1889.2784
node113,7374.733,1897.1584
node114,7788.3486,1870.8011
node115,8212.854,1772.6512
node116,616.383,2253.009
node117,1059.745,2378.6582
node118,1516.7449,2421.968
node119,1909.5798,2455.4717
node120,2320.069,2447.1067
node121,2701.9985,2407.2324
node122,3053.0232,2360.665
node123,3366.7156,2322.6782
node124,3663.798,2252.3198
node125,3954.0044,2225.7578
node126,4232.883,2207.6394
node127,4517.6143,2178.031
node128,4806.9614,2167.7058
node129,5120.342,2149.0127
node130,5436.521,2142.9487
node131,5745.463,2147.191
node132,6076.2505,2126.7183
node133,6441.2114,2116.595
node134,6780.2266,2140.6301
node135,7119.3857,2160.1255
node136,7477.9575,2148.2126
node137,7891.1343,2134.3892
node138,8301.691,2048.5164
node139,559.4454,2525.8826
node140,996.3441,2615.6975
node141,1433.969,2648.2954
node142,1846.0627,2676.8887
node143,2225.1675,2667.1182
node144,2628.0205,2629.853
node145,2987.6492,2596.3997
node146,3295.7576,2548.1929
node147,3615.1875,2517.4365
node148,3941.1353,2484.1553
node149,4228.7754,2482.1575
node150,4516.557,2453.6836
node151,4815.3755,2437.0298
node152,5122.6387,2403.8325
node153,5462.5093,2389.3284
node154,5781.226,2387.3188
node155,6117.5693,2400.5068
node156,6474.0806,2399.9146
node157,6838.851,2404.2476
node158,7186.3286,2417.4312
node159,7551.052,2408.7673
node160,7949.738,2387.6853
node161,8368.116,2329.447
node162,506.3809,2792.5144
node163,949.0021,2859.1384
node164,1436.3053,2868.5488
node165,1786.9781,2901.1572
node166,2176.5232,2892.9917
node167,2572.4595,2857.7942
node168,2925.568,2820.6902
node169,3264.125,2784.9453
node170,3597.4673,2774.2842
node171,3931.798,2759.946
node172,4220.785,2734.0144
node173,4494.8853,2727.4675
node174,4791.642,2704.4006
node175,5102.5723,2666.8833
node176,5478.7056,2648.7227
node177,5816.69,2642.4246
node178,6157.66,2647.0056
node179,6485.8994,2654.6023
node180,6865.439,2657.6858
node181,7232.981,2662.6433
node182,7596.3975,2655.0552
node183,7979.291,2637.425
node184,8409.206,2591.6985
node185,434.7834,3056.306
node186,882.6833,3104.6836
node187,1378.9324,3137.8508
node188,1759.8734,3120.7131
node189,2130.9353,3117.9568
node190,2527.858,3089.4722
node191,2869.464,3040.8494
node192,3226.0923,3028.3286
node193,3579.4585,3004.7595
node194,3916.3835,3001.4585
node195,4212.278,2970.6292
node196,4497.5527,2964.5867
node197,4776.7393,2953.0388
node198,5102.235,2947.7515
node199,5474.149,2917.5322
node200,5844.666,2896.077
node201,6192.3945,2891.5288
node202,6537.7793,2886.5693
node203,6901.5415,2896.9204
node204,7245.231,2900.0813
node205,7626.719,2898.1572
node206,8017.092,2885.7368
node207,8451.871,2876.99
node208,401.4061,3333.325
node209,879.7021,3344.1318
node210,1311.7322,3370.2727
node211,1691.5736,3351.3972
node212,2095.9312,3343.7627
node213,2478.9453,3331.4807
node214,2830.1855,3286.8484
node215,3203.389,3270.3079
node216,3565.589,3257.2776
node217,3894.703,3233.7407
node218,4186.3315,3197.4634
node219,4477.7456,3197.864
node220,4786.6997,3195.0151
node221,5103.2363,3204.1018
node222,5444.1455,3190.6802
node223,5824.169,3145.6375
node224,6183.1616,3137.6975
node225,6531.3613,3129.7249
node226,6889.341,3137.171
node227,7247.7134,3126.2725
node228,7638.5825,3132.056
node229,8032.803,3138.0544
node230,8448.148,3160.4521
node231,388.839,3626.368
node232,852.5731,3621.6948
node233,1276.3035,3588.0063
node234,1661.0459,3578.275
node235,2067.3005,3574.6384
node236,2466.0356,3559.975
