,x,y
node1,1458.2572,1342.4082
node2,1607.8677,1396.6332
node3,1756.4612,1384.2952
node4,1915.1241,1397.5216
node5,2110.8315,1415.6138
node6,2337.5308,1427.4812
node7,2629.2354,1320.2756
node8,2828.4202,1179.3063
node9,2971.8215,1075.1257
node10,3101.9949,986.1337
node11,3269.794,909.5232
node12,3432.077,814.4869
node13,3589.3088,761.4842
node14,3750.3792,700.7778
node15,3913.3684,664.5788
node16,4071.507,688.8272
node17,4235.0757,675.3752
node18,4421.627,658.9503
node19,4608.127,717.297
node20,4804.636,751.197
node21,5047.032,699.9927
node22,5253.908,564.7238
node23,5422.427,501.1744
node24,5586.575,415.9735
node25,5754.1353,437.9614
node26,5939.646,483.6877
node27,6108.743,466.9038
node28,6266.7515,382.0673
node29,6466.995,351.2398
node30,6715.9546,282.06
node31,6959.937,388.7419
node32,7158.123,365.6769
node33,7322.3135,525.4058
node34,7471.49,655.1876
node35,7642.7944,700.2588
node36,1347.6516,1408.1704
node37,1514.6221,1530.0634
node38,1702.811,1563.4954
node39,1891.0568,1560.8146
node40,2094.2864,1580.8286
node41,2325.8145,1552.946
node42,2580.961,1469.1133
node43,2844.0706,1376.9022
node44,3018.0054,1284.0096
node45,3180.4285,1222.963
node46,3341.2415,1150.2705
node47,3499.849,1078.6907
node48,3649.8196,1011.0306
node49,3764.6497,979.6478
node50,3948.0225,969.7747
node51,4083.222,960.2745
node52,4248.9785,970.5689
node53,4431.54,972.3201
node54,4634.699,967.0764
node55,4843.2437,964.2524
node56,5044.1797,931.1871
node57,5314.527,880.1678
node58,5489.034,787.5694
node59,5622.7188,747.4914
node60,5779.352,730.1106
node61,5948.4365,722.051
node62,6136.553,731.4388
node63,6302.971,737.7943
node64,6499.206,729.4961
node65,6712.9297,750.5028
node66,6924.09,776.5345
node67,7097.5366,819.4408
node68,7298.837,858.6462
node69,7461.1294,907.4943
node70,7704.568,896.0128
node71,1212.6055,1462.0781
node72,1410.3212,1613.5702
node73,1624.3478,1667.7935
node74,1858.217,1677.2826
node75,2072.5676,1698.9584
node76,2298.572,1669.0171
node77,2546.7913,1621.4132
node78,2819.9424,1540.291
node79,3011.597,1453.1709
node80,3189.1863,1393.1641
node81,3358.6255,1329.5792
node82,3508.7473,1272.0035
node83,3654.4717,1223.127
node84,3804.7505,1186.4968
node85,3965.2517,1158.6229
node86,4102.262,1165.8613
node87,4272.577,1150.1926
node88,4446.024,1156.45
node89,4658.5957,1165.7189
node90,4841.985,1157.8955
node91,5069.646,1121.1038
node92,5275.76,1071.6108
node93,5477.2104,1003.9416
node94,5646.9927,957.0698
node95,5815.4893,914.2096
node96,5987.8804,937.165
node97,6158.4517,941.5318
node98,6337.989,950.7245
node99,6544.4263,978.2161
node100,6744.222,996.4741
node101,6960.875,1016.7428
node102,7143.249,1056.252
node103,7331.6255,1073.0508
node104,7559.424,1106.1154
node105,7798.183,1044.4388
node106,1046.1393,1517.3857
node107,1276.0607,1702.9122
node108,1536.0552,1774.6716
node109,1809.8306,1813.0612
node110,2040.1334,1837.4806
node111,2221.7,1815.255
node112,2456.4924,1771.3282
node113,2745.2075,1703.3477
node114,2960.893,1652.6334
node115,3159.8923,1598.6241
node116,3338.022,1551.6583
node117,3481.9563,1492.2834
node118,3651.0117,1440.3234
node119,3831.5469,1423.1099
node120,3982.8777,1380.0659
node121,4134.9453,1380.2208
node122,4305.0425,1371.6674
node123,4467.2217,1397.2721
node124,4658.646,1399.8755
node125,4868.1655,1382.3417
node126,5059.148,1334.8788
node127,5256.7705,1297.8531
node128,5463.079,1241.8612
node129,5653.1816,1209.1182
node130,5841.098,1195.2781
node131,6048.6626,1221.9069
node132,6227.814,1242.9783
node133,6409.8677,1275.346
node134,6601.589,1257.5469
node135,6820.5415,1277.8728
node136,7001.2974,1285.8871
node137,7217.244,1286.7731
node138,7421.8047,1326.2177
node139,7670.3574,1302.9932
node140,7941.4087,1205.4913
node141,889.7595,1592.7513
node142,1155.7886,1808.2598
node143,1403.583,1864.0284
node144,1783.7432,1930.153
node145,1990.5546,1952.4006
node146,2192.8467,1934.522
node147,2445.021,1931.686
node148,2708.9612,1861.1594
node149,2954.5889,1835.1332
node150,3158.7578,1782.4752
node151,3323.3967,1729.6644
node152,3505.9849,1698.15
node153,3653.2612,1645.3694
node154,3824.2683,1629.3705
node155,3976.6824,1591.398
node156,4138.4736,1571.3436
node157,4320.439,1578.6501
node158,4488.632,1582.4512
node159,4670.415,1571.9023
node160,4854.879,1542.7212
node161,5070.4443,1513.8848
node162,5265.642,1476.1744
node163,5495.456,1457.4015
node164,5664.0596,1419.7034
node165,5882.559,1422.9006
node166,6077.1016,1431.6205
node167,6257.203,1451.0402
node168,6424.916,1459.4512
node169,6638.603,1475.8007
node170,6851.1455,1485.5354
node171,7053.3223,1521.5304
node172,7261.2993,1507.7378
node173,7518.7046,1517.0376
node174,7767.1514,1476.5349
node175,8070.0913,1378.4408
node176,741.3515,1733.7864
node177,1061.4227,1918.2686
node178,1361.8112,1993.402
node179,1683.8752,2058.953
node180,1910.2437,2074.6433
node181,2136.6604,2064.7625
node182,2392.995,2047.6082
node183,2654.7551,2012.9283
node184,2905.6858,1984.716
node185,3102.0637,1941.5072
node186,3292.6829,1910.795
node187,3485.3933,1858.6392
node188,3649.0188,1831.0388
node189,3805.733,1788.7272
node190,3970.141,1774.9764
node191,4187.4746,1802.7554
node192,4335.9165,1734.926
node193,4504.239,1746.0546
node194,4687.7603,1727.625
node195,4877.514,1720.1906
node196,5072.778,1697.477
node197,5269.1685,1652.947
node198,5469.6606,1631.2952
node199,5687.2163,1609.2377
node200,5883.287,1604.1349
node201,6110.195,1602.3309
node202,6287.827,1615.0863
node203,6488.161,1631.7155
node204,6680.512,1646.1489
node205,6895.699,1678.1428
node206,7116.5254,1682.6556
node207,7311.56,1687.6501
node208,7599.718,1672.467
node209,7862.22,1656.3915
node210,8165.56,1542.4331
node211,659.1981,1915.1962
node212,992.5967,2047.8574
node213,1300.1782,2119.117
node214,1606.1174,2159.9424
node215,1858.4314,2200.2563
node216,2080.0388,2189.8552
node217,2349.1692,2183.3828
node218,2612.018,2155.102
node219,2860.608,2134.253
node220,3072.037,2095.9028
node221,3265.9988,2061.3323
node222,3456.7764,2028.2867
node223,3624.5024,1981.5789
node224,3792.7751,1958.2848
node225,3972.422,1944.3278
node226,4176.3535,1922.9844
node227,4347.602,1910.7378
node228,4521.175,1897.3892
node229,4692.5806,1891.1254
node230,4873.967,1884.7206
node231,5073.7827,1880.8558
node232,5280.7007,1862.4368
node233,5480.4956,1844.8778
node234,5689.7314,1810.0999
node235,5916.4336,1809.9493
node236,6124.372,1803.2466
node237,6333.6777,1789.3678
node238,6518.278,1811.2004
node239,6731.0625,1832.3918
node240,6965.608,1844.3248
node241,7162.0176,1846.4006
node242,7370.016,1859.3252
node243,7681.0586,1849.4896
node244,7934.773,1815.525
node245,8275.075,1711.7957
node246,581.8831,2097.3455
node247,953.6588,2194.1067
node248,1232.9883,2271.1323
node249,1531.3265,2296.7605
node250,1792.2532,2338.0295
node251,2030.983,2337.596
node252,2285.786,2331.3608
node253,2562.1514,2306.665
node254,2804.6064,2277.246
node255,3014.7861,2252.7375
node256,3210.6736,2239.3823
node257,3409.6355,2191.0007
node258,3619.0017,2186.089
node259,3797.722,2145.347
node260,3970.7893,2116.8525
node261,4157.4023,2105.9097
node262,4342.9185,2081.0195
node263,4513.3047,2065.8193
node264,4690.3696,2044.065
node265,4889.399,2047.5238
node266,5084.59,2041.1802
node267,5282.446,2032.9194
node268,5484.2646,2032.4486
node269,5711.7666,2021.2948
