,x,y
node1,1467.7219,1369.7614
node2,1644.7651,1417.5543
node3,1834.4622,1422.8152
node4,2029.6143,1438.5143
node5,2316.8533,1441.3047
node6,2652.6814,1316.4486
node7,2896.3423,1163.1306
node8,3059.186,1044.231
node9,3257.1765,950.026
node10,3455.6843,848.2119
node11,3630.671,779.0337
node12,3805.7505,710.367
node13,4013.631,710.0765
node14,4211.7896,713.3053
node15,4429.7783,710.5027
node16,4652.1035,762.0922
node17,4923.078,749.7155
node18,5184.1475,633.5937
node19,5427.0493,542.4314
node20,5608.9136,460.4154
node21,5800.1733,485.0296
node22,6030.104,497.9362
node23,6227.326,454.8879
node24,6460.7246,410.4096
node25,6746.659,367.6111
node26,7042.049,395.4082
node27,7250.677,491.8858
node28,7421.824,647.8512
node29,7628.4487,743.03
node30,1314.0636,1435.725
node31,1526.3839,1547.391
node32,1780.2603,1577.9049
node33,2035.4404,1595.336
node34,2300.8433,1587.5308
node35,2599.146,1503.622
node36,2888.9407,1379.899
node37,3104.5984,1272.2883
node38,3317.9436,1195.7659
node39,3487.5828,1123.7217
node40,3664.8003,1023.6722
node41,3863.8213,992.5385
node42,4042.9453,1004.8711
node43,4227.0566,996.959
node44,4441.2803,1003.3739
node45,4691.1973,1011.7665
node46,4941.9756,998.616
node47,5202.5693,924.2886
node48,5461.3096,828.6606
node49,5639.5107,762.7846
node50,5838.5337,767.4622
node51,6048.1655,775.175
node52,6254.9243,764.0468
node53,6486.218,779.4845
node54,6743.932,791.614
node55,7012.892,814.825
node56,7233.9014,866.0101
node57,7481.26,928.6015
node58,7724.008,948.4177
node59,1132.2501,1515.8531
node60,1395.8011,1660.4282
node61,1684.2794,1727.4252
node62,1963.8,1754.4358
node63,2248.151,1748.007
node64,2546.9702,1681.4539
node65,2846.4712,1587.7812
node66,3085.646,1510.241
node67,3313.0935,1430.9078
node68,3501.9688,1368.8885
node69,3676.8103,1320.9761
node70,3880.3496,1285.1582
node71,4057.673,1253.8973
node72,4251.1816,1259.8932
node73,4467.724,1281.3635
node74,4714.6343,1268.2985
node75,4979.6294,1238.9854
node76,5215.385,1191.9224
node77,5465.0537,1109.5603
node78,5663.637,1072.6741
node79,5872.969,1054.0557
node80,6087.157,1067.321
node81,6316.149,1078.6189
node82,6561.989,1095.1932
node83,6801.844,1127.0552
node84,7050.64,1132.4895
node85,7281.1616,1168.429
node86,7569.128,1186.1517
node87,7851.959,1142.835
node88,938.9395,1600.6371
node89,1239.4927,1758.142
node90,1601.556,1852.1444
node91,1911.8029,1904.8334
node92,2168.183,1902.217
node93,2467.401,1857.5286
node94,2788.5244,1802.318
node95,3066.5122,1733.7366
node96,3281.6597,1664.6161
node97,3486.8728,1606.8684
node98,3678.176,1565.4697
node99,3880.3108,1528.289
node100,4077.8303,1490.5332
node101,4289.518,1515.4094
node102,4500.8364,1512.3445
node103,4726.4434,1505.7014
node104,4965.4683,1461.8345
node105,5210.526,1422.81
node106,5454.6816,1372.084
node107,5683.6245,1332.7378
node108,5926.621,1327.0316
node109,6159.818,1349.2908
node110,6372.6113,1366.6498
node111,6610.546,1388.3177
node112,6852.555,1407.692
node113,7115.2974,1423.496
node114,7379.6978,1419.2238
node115,7687.8457,1422.831
node116,8005.9062,1355.7367
node117,782.963,1762.3848
node118,1130.479,1909.905
node119,1496.5801,2019.9382
node120,1822.4908,2044.3066
node121,2112.2979,2044.8074
node122,2423.2312,2025.1064
node123,2741.5166,1988.6772
node124,3009.8257,1939.8878
node125,3242.0195,1886.1514
node126,3470.9143,1841.16
node127,3670.864,1805.7603
node128,3860.8303,1763.3162
node129,4074.818,1742.366
node130,4317.9873,1730.5928
node131,4512.3584,1726.8204
node132,4720.909,1708.4586
node133,4954.935,1686.5964
node134,5205.885,1653.0636
node135,5460.8184,1626.5508
node136,5706.4614,1592.9938
node137,5957.1387,1578.8965
node138,6209.0474,1580.114
node139,6424.675,1602.1321
node140,6663.6206,1633.0042
node141,6929.594,1654.0946
node142,7190.125,1664.1549
node143,7452.7866,1657.6729
node144,7807.0103,1632.596
node145,8132.3174,1557.3352
node146,673.2331,1955.1448
node147,1032.6293,2083.281
node148,1421.8257,2156.2158
node149,1741.917,2202.3303
node150,2053.4888,2208.2275
node151,2367.46,2197.4324
node152,2676.496,2167.8967
node153,2971.26,2119.302
node154,3209.984,2076.5945
node155,3433.9973,2035.6826
node156,3646.6687,1983.0555
node157,3860.508,1960.3284
node158,4088.7705,1956.4072
node159,4307.76,1927.963
node160,4512.602,1914.0692
node161,4728.7456,1904.3032
node162,4964.7554,1903.9188
node163,5204.349,1885.2568
node164,5454.494,1863.3188
node165,5708.975,1835.2244
node166,5972.6313,1821.6752
node167,6237.9624,1802.2924
node168,6479.5273,1812.6523
node169,6720.8145,1842.8333
node170,6997.108,1863.1808
node171,7270.904,1868.362
node172,7557.089,1875.1143
node173,7910.831,1834.7268
node174,8240.353,1754.6276
node175,609.2555,2171.4922
node176,961.2181,2278.429
node177,1354.2952,2334.603
node178,1698.0514,2373.555
node179,1996.117,2387.1482
node180,2310.2515,2367.8765
node181,2615.235,2349.7607
node182,2912.0637,2311.0422
node183,3162.3394,2270.585
node184,3403.4688,2247.0269
node185,3639.2273,2196.3857
node186,3860.7048,2169.7732
node187,4083.4185,2158.0847
node188,4301.708,2129.898
node189,4519.403,2105.9805
node190,4746.7104,2092.2603
node191,4982.0537,2084.5825
node192,5225.216,2078.8474
node193,5468.8794,2074.4316
node194,5724.685,2077.165
node195,5976.2373,2046.7465
node196,6248.5264,2036.1118
node197,6523.358,2032.3962
node198,6790.595,2061.0186
node199,7063.0215,2073.538
node200,7339.2007,2071.7366
node201,7633.0674,2075.4062
node202,7983.415,2057.1143
node203,8314.06,1974.4084
node204,556.1031,2383.2751
node205,931.1298,2469.349
node206,1306.8776,2518.5388
node207,1635.8109,2549.4211
node208,1931.4454,2563.5332
node209,2270.1953,2554.9053
node210,2570.107,2525.632
node211,2854.0698,2499.5476
node212,3122.8142,2463.6506
node213,3351.018,2429.0962
node214,3589.5645,2389.0635
node215,3845.8235,2359.853
node216,4073.2349,2352.165
node217,4285.339,2346.1838
node218,4515.4697,2310.2478
node219,4742.8335,2295.7344
node220,4985.298,2294.7568
node221,5240.133,2275.6868
node222,5498.142,2263.261
node223,5747.078,2265.8242
node224,6000.3257,2264.3005
node225,6282.8003,2278.707
node226,6571.233,2270.7583
node227,6843.2305,2287.3523
node228,7110.0806,2293.6587
node229,7401.8335,2280.8074
node230,7704.529,2274.4521
node231,8022.1826,2264.9807
node232,8381.118,2193.307
node233,513.2242,2586.725
node234,876.3528,2658.0205
node235,1238.3752,2686.865
node236,1579.6371,2742.2483
node237,1899.3354,2735.6821
node238,2176.6658,2719.0583
node239,2511.92,2700.7305
node240,2824.664,2679.8523
node241,3066.0042,2641.41
node242,3311.1824,2609.1826
node243,3567.6448,2596.09
node244,3821.8567,2576.281
node245,4064.3347,2565.56
node246,4279.741,2566.4343
node247,4502.679,2536.6084
node248,4743.65,2521.396
node249,4978.219,2501.514
node250,5241.1562,2471.4146
node251,5513.701,2458.5828
node252,5765.8364,2453.7617
node253,6045.3447,2462.723
node254,6307.8965,2483.6704
node255,6591.9688,2475.8079
node256,6887.174,2481.451
node257,7157.2583,2483.1648
node258,7443.0728,2484.4124
node259,7752.217,2476.8325
node260,8076.1494,2449.6128
node261,8424.384,2405.2744
node262,464.3366,2795.6707
node263,811.9,2850.731
node264,1184.4062,2855.3306
node265,1552.5154,2901.4243
node266,1826.212,2915.9087
node267,2147.6462,2899.1707
node268,2462.4907,2873.5718
node269,2763.9768,2859.3936
node270,3030.3047,2825.258
node271,3291.691,2800.2932
node272,3547.344,2791.0374
node273,3810.142,2784.6084
node274,4055.5283,2766.4424
node275,4266.7466,2749.0967
node276,4488.027,2745.281
node277,4718.997,2730.357
node278,4955.832,2700.0698
node279,5230.704,2691.9126
node280,5535.8604,2665.1938
node281,5790.032,2652.583
node282,6062.577,2658.7083
node283,6319.425,2667.6514
