,x,y
node1,1456.9888,1336.5995
node2,1563.1102,1361.8441
node3,1677.779,1381.9387
node4,1799.029,1372.956
node5,1908.4825,1397.7172
node6,2034.155,1389.6233
node7,2209.3457,1410.2369
node8,2402.6035,1405.5981
node9,2616.552,1312.6819
node10,2777.4849,1199.5997
node11,2891.684,1122.5931
node12,2988.5857,1047.978
node13,3091.027,976.9011
node14,3220.5486,916.5775
node15,3340.02,862.5072
node16,3455.6267,799.1356
node17,3567.619,759.3647
node18,3679.0657,723.9144
node19,3791.2805,674.9024
node20,3916.2844,658.1864
node21,4041.0903,671.2942
node22,4158.55,676.698
node23,4283.679,643.9137
node24,4424.007,658.3231
node25,4559.915,696.5298
node26,4689.9873,724.6634
node27,4865.3755,720.7058
node28,5032.6357,689.8756
node29,5180.29,596.5197
node30,5345.704,526.7005
node31,5457.0444,419.8624
node32,5582.95,397.9802
node33,5705.0444,408.334
node34,5826.25,472.0193
node35,5974.3364,476.3404
node36,6098.8315,453.1
node37,6213.48,389.5973
node38,6334.4067,348.8094
node39,6498.517,336.9898
node40,6676.6094,275.7708
node41,6841.366,327.0087
node42,7027.364,365.2874
node43,7163.3984,352.5856
node44,7289.561,447.3982
node45,7399.326,570.6542
node46,7538.189,654.5293
node47,7654.6226,701.9341
node48,1376.0632,1385.3633
node49,1489.3984,1445.8983
node50,1620.5038,1480.4453
node51,1763.0266,1489.8187
node52,1896.2344,1510.292
node53,2041.8964,1532.0688
node54,2198.1423,1516.122
node55,2373.661,1504.0092
node56,2579.0188,1430.3325
node57,2770.981,1334.1935
node58,2916.5913,1253.4268
node59,3028.2388,1195.0721
node60,3147.0103,1139.7441
node61,3275.0698,1095.6729
node62,3385.5325,1047.7885
node63,3497.9348,970.0323
node64,3602.4817,912.856
node65,3703.431,879.654
node66,3808.7085,815.6953
node67,3945.4329,862.3572
node68,4048.7737,864.2428
node69,4163.7505,869.9213
node70,4279.571,856.1882
node71,4430.2983,854.2611
node72,4575.1807,870.7459
node73,4715.4766,886.3604
node74,4881.74,888.8796
node75,5044.5093,846.3544
node76,5205.6997,762.6099
node77,5392.8564,698.5006
node78,5492.739,654.3374
node79,5599.958,603.7143
node80,5722.7026,596.2495
node81,5845.6133,638.1651
node82,5979.225,648.9114
node83,6108.215,633.5157
node84,6227.8223,612.7214
node85,6358.083,606.8664
node86,6503.9673,623.2961
node87,6668.1724,592.6852
node88,6832.189,625.8512
node89,6999.178,631.0632
node90,7147.2754,586.989
node91,7283.629,699.7824
node92,7386.7217,756.608
node93,7566.803,805.6652
node94,7699.5767,848.9829
node95,1258.071,1407.521
node96,1390.9536,1507.0647
node97,1546.3502,1570.9475
node98,1706.9196,1590.2731
node99,1869.8352,1597.5828
node100,2025.3494,1620.0322
node101,2182.2605,1612.5546
node102,2372.0737,1598.188
node103,2543.797,1543.2511
node104,2755.3906,1473.1055
node105,2904.5867,1406.9159
node106,3033.9272,1355.0123
node107,3169.561,1303.9578
node108,3303.051,1248.5248
node109,3411.2563,1208.6031
node110,3512.1875,1162.7634
node111,3622.556,1118.3984
node112,3731.963,1059.822
node113,3853.9849,1066.6133
node114,3965.7185,1065.4337
node115,4064.1172,1059.0936
node116,4180.1035,1039.0955
node117,4299.953,1046.0278
node118,4436.4023,1052.0524
node119,4592.829,1043.8318
node120,4744.4185,1052.3364
node121,4891.147,1041.1517
node122,5051.954,1019.3108
node123,5228.1416,980.2496
node124,5402.6016,901.16
node125,5514.3135,853.4178
node126,5617.045,821.7688
node127,5743.08,808.4412
node128,5866.413,812.9771
node129,5996.4683,820.2792
node130,6126.0786,820.1073
node131,6251.135,818.9131
node132,6383.0967,810.7526
node133,6536.6396,839.5091
node134,6702.2495,872.926
node135,6862.5166,883.8808
node136,7013.57,911.6296
node137,7146.638,932.1866
node138,7283.5137,932.6741
node139,7428.9014,962.0571
node140,7626.0103,989.8514
node141,7764.7007,967.9828
node142,1155.9644,1472.0577
node143,1303.1882,1574.7117
node144,1470.6975,1639.6616
node145,1653.8112,1684.8267
node146,1826.403,1699.0374
node147,2010.8438,1719.5319
node148,2159.4243,1726.7509
node149,2319.3638,1691.3804
node150,2504.9807,1655.6346
node151,2714.7146,1592.3771
node152,2879.6992,1533.8452
node153,3016.4983,1483.6849
node154,3156.4153,1448.2556
node155,3299.4714,1392.592
node156,3417.9731,1360.5479
node157,3528.8853,1322.0868
node158,3636.7185,1289.7448
node159,3748.8767,1236.6006
node160,3878.872,1235.852
node161,3988.743,1216.1907
node162,4083.1384,1210.8998
node163,4191.823,1208.3413
node164,4324.5337,1202.9431
node165,4460.292,1219.3604
node166,4613.0493,1217.9597
node167,4764.2837,1204.3617
node168,4915.7866,1204.9741
node169,5071.073,1171.125
node170,5224.447,1141.3197
node171,5388.0415,1085.5859
node172,5506.272,1036.9281
node173,5626.673,1007.0413
node174,5753.026,993.431
node175,5888.435,985.324
node176,6021.491,1002.0439
node177,6146.9614,1002.8701
node178,6286.2744,1016.3964
node179,6431.8677,1023.616
node180,6586.52,1038.9923
node181,6737.609,1062.9445
node182,6898.227,1082.8807
node183,7041.926,1092.599
node184,7174.316,1096.7773
node185,7313.7754,1110.3884
node186,7498.268,1135.8466
node187,7691.751,1129.3765
node188,7863.9834,1083.9729
node189,1035.9895,1517.329
node190,1179.847,1612.7051
node191,1402.8468,1724.5958
node192,1606.6631,1766.1187
node193,1773.7021,1796.9261
node194,1953.184,1813.6215
node195,2129.6494,1827.065
node196,2288.6733,1789.0446
node197,2460.7053,1765.9825
node198,2655.8542,1721.1353
node199,2856.137,1662.7041
node200,3009.0972,1626.0527
node201,3142.9944,1595.705
node202,3274.3127,1551.1105
node203,3405.5408,1496.2832
node204,3526.052,1463.9716
node205,3640.0452,1439.6813
node206,3753.4905,1410.9755
node207,3871.09,1396.7932
node208,3984.8276,1361.494
node209,4101.4497,1356.8293
node210,4228.472,1371.9015
node211,4360.1475,1363.0475
node212,4477.0225,1378.8514
node213,4615.1733,1393.7264
node214,4771.6562,1381.2242
node215,4932.892,1356.4354
node216,5070.818,1316.1763
node217,5216.7715,1291.2157
node218,5370.352,1254.3564
node219,5517.9526,1205.7617
node220,5644.49,1188.9221
node221,5776.119,1176.1794
node222,5908.8916,1182.2096
node223,6057.808,1194.838
node224,6189.5977,1218.4553
node225,6314.2734,1228.4597
node226,6455.9146,1241.1309
node227,6606.4956,1232.7635
node228,6776.47,1253.2302
node229,6922.877,1270.675
node230,7062.6455,1259.6786
node231,7226.625,1266.7589
node232,7371.3887,1283.9412
node233,7555.3945,1295.2565
node234,7769.569,1267.936
node235,7957.9966,1204.3036
node236,914.8718,1562.1901
node237,1064.9275,1675.69
node238,1322.659,1793.6998
node239,1527.8353,1830.429
node240,1763.2706,1883.8066
node241,1921.5378,1897.8206
node242,2079.5308,1902.5107
node243,2239.889,1891.8698
node244,2442.9155,1865.2834
node245,2634.3096,1827.8146
node246,2820.6,1811.1362
node247,2997.3037,1777.9073
node248,3139.616,1722.087
node249,3265.5664,1680.6522
node250,3388.1636,1643.3585
node251,3519.96,1615.4712
node252,3638.6863,1592.5204
node253,3769.196,1579.3119
node254,3878.121,1538.9764
node255,3995.3965,1514.9271
node256,4121.8105,1502.3165
node257,4251.221,1517.7976
node258,4372.725,1525.6378
node259,4493.513,1518.7838
node260,4639.374,1525.4543
node261,4772.478,1510.027
node262,4906.6772,1479.749
node263,5061.1396,1446.0509
node264,5217.184,1426.6477
node265,5349.048,1395.3772
node266,5511.5645,1374.9208
node267,5655.911,1338.6766
node268,5795.3066,1327.4442
node269,5954.7236,1345.34
node270,6090.7197,1357.8833
node271,6224.474,1373.457
node272,6354.1714,1375.5355
node273,6492.9775,1391.3495
node274,6651.724,1409.0444
node275,6803.216,1419.8372
node276,6955.2183,1425.7328
node277,7111.4287,1451.7346
node278,7271.728,1433.403
node279,7431.9126,1424.5383
node280,7630.5786,1438.4722
node281,7847.985,1396.7206
node282,8045.961,1336.7742
node283,811.0233,1651.6222
node284,996.2221,1775.7712
node285,1254.851,1879.4796
node286,1446.0135,1931.4996
node287,1710.0706,1962.1068
node288,1889.03,1976.8398
