,x,y
node1,1464.3861,1333.2345
node2,1597.0334,1391.1602
node3,1715.145,1393.6886
node4,1858.004,1381.883
node5,1980.9521,1387.9506
node6,2173.0286,1412.7963
node7,2385.5122,1409.0682
node8,2623.6968,1315.8893
node9,2796.511,1189.8375
node10,2926.9739,1109.0935
node11,3036.9556,1014.0309
node12,3178.6301,942.4615
node13,3306.07,872.098
node14,3441.9236,805.465
node15,3579.7976,756.8705
node16,3717.9763,721.8817
node17,3843.5957,659.3944
node18,3987.976,672.2499
node19,4117.102,670.1092
node20,4260.043,661.6729
node21,4422.134,658.7884
node22,4579.3047,700.9934
node23,4739.527,744.7619
node24,4945.2065,707.6422
node25,5109.617,646.8561
node26,5315.4507,542.9316
node27,5442.1055,453.7078
node28,5583.3545,409.7824
node29,5729.1323,420.2502
node30,5873.09,487.8045
node31,6028.849,484.6008
node32,6168.0977,412.762
node33,6308.293,351.0152
node34,6489.37,344.7662
node35,6699.1377,270.6114
node36,6883.1743,372.4393
node37,7092.197,322.3818
node38,7245.6943,440.142
node39,7361.6226,572.7926
node40,7503.629,664.1047
node41,7645.608,691.5373
node42,1373.6718,1399.8167
node43,1510.0366,1504.4923
node44,1667.2323,1536.8754
node45,1849.7994,1542.7567
node46,1988.8405,1555.8805
node47,2157.7812,1555.8618
node48,2360.281,1523.1932
node49,2583.9438,1451.2308
node50,2812.862,1361.5548
node51,2977.6877,1290.844
node52,3107.0586,1222.5248
node53,3258.701,1164.5712
node54,3388.268,1097.3451
node55,3521.8025,1050.7473
node56,3626.5947,988.6917
node57,3734.9167,959.5969
node58,3893.9363,942.0713
node59,4013.9265,938.4114
node60,4141.974,941.2496
node61,4265.761,947.2438
node62,4426.22,936.9135
node63,4599.982,938.9924
node64,4771.728,944.7775
node65,4967.8237,919.7538
node66,5131.607,869.2544
node67,5365.272,790.3064
node68,5494.502,746.983
node69,5610.995,716.7631
node70,5754.054,697.223
node71,5903.2266,698.2242
node72,6035.5347,700.5682
node73,6197.7256,703.229
node74,6343.7935,698.97
node75,6500.9644,704.0554
node76,6696.185,713.7357
node77,6869.236,742.592
node78,7035.723,754.7611
node79,7202.616,790.6374
node80,7340.3623,828.0331
node81,7494.7095,867.5479
node82,7702.864,862.4422
node83,1252.447,1427.4436
node84,1419.3407,1570.2235
node85,1570.3434,1596.1733
node86,1786.0084,1620.5082
node87,1979.9388,1639.8157
node88,2119.269,1648.1268
node89,2340.6487,1630.783
node90,2564.4932,1573.8195
node91,2790.9622,1488.1241
node92,2949.9915,1414.1454
node93,3097.9648,1363.5289
node94,3251.4473,1306.8131
node95,3386.7288,1253.3295
node96,3501.6035,1194.9763
node97,3633.275,1161.1758
node98,3766.78,1123.2244
node99,3906.3723,1099.2701
node100,4019.444,1097.8623
node101,4147.6665,1099.3517
node102,4293.0835,1096.5698
node103,4438.636,1088.4642
node104,4622.2373,1090.1704
node105,4789.083,1104.5441
node106,4995.832,1076.1224
node107,5170.6343,1037.866
node108,5352.87,977.3571
node109,5497.431,903.6743
node110,5622.6226,859.8987
node111,5763.503,858.4451
node112,5905.287,876.3608
node113,6058.6416,874.345
node114,6213.13,876.3007
node115,6364.467,864.7883
node116,6547.0728,909.8375
node117,6721.249,917.925
node118,6905.2656,941.4831
node119,7060.2266,956.4319
node120,7234.2905,974.8446
node121,7381.337,985.368
node122,7568.7354,1038.8768
node123,7771.2666,1000.0695
node124,1120.5001,1477.5623
node125,1296.7478,1645.69
node126,1495.6575,1678.7634
node127,1714.9384,1726.3064
node128,1933.7656,1751.64
node129,2100.0422,1747.765
node130,2271.9092,1741.7178
node131,2490.3823,1704.0428
node132,2723.927,1615.0864
node133,2911.0889,1570.8687
node134,3086.6284,1528.4902
node135,3231.2317,1477.3218
node136,3384.3567,1432.6996
node137,3515.464,1389.0734
node138,3645.5864,1355.4061
node139,3791.9917,1323.5
node140,3926.278,1293.9542
node141,4045.911,1273.0868
node142,4165.4087,1274.7319
node143,4318.591,1296.5691
node144,4475.92,1308.7886
node145,4627.7085,1290.6699
node146,4820.8,1255.9757
node147,5000.5933,1271.7338
node148,5157.632,1223.1965
node149,5329.2563,1175.349
node150,5493.324,1116.9686
node151,5643.1025,1094.1095
node152,5790.826,1094.1504
node153,5952.323,1091.8076
node154,6103.306,1100.6837
node155,6273.488,1106.0305
node156,6411.0576,1116.4231
node157,6588.7583,1137.1368
node158,6770.1216,1153.3289
node159,6944.956,1174.4824
node160,7097.192,1161.2515
node161,7279.425,1174.4366
node162,7465.749,1208.258
node163,7654.1313,1210.7709
node164,7902.1206,1141.5615
node165,982.0967,1542.0393
node166,1201.0096,1728.2148
node167,1399.9565,1782.0206
node168,1645.1976,1818.1873
node169,1874.2885,1862.1663
node170,2062.5103,1877.2607
node171,2227.5613,1855.9646
node172,2440.4888,1816.0457
node173,2665.5935,1781.9108
node174,2880.4736,1722.2946
node175,3065.8274,1687.1984
node176,3227.674,1646.1516
node177,3356.2356,1607.3691
node178,3499.0107,1573.4333
node179,3647.338,1532.8479
node180,3790.232,1503.6108
node181,3908.5977,1482.9008
node182,4055.3745,1466.6647
node183,4191.1333,1457.0687
node184,4342.982,1477.6991
node185,4481.088,1475.2026
node186,4655.461,1467.8352
node187,4821.2866,1445.9606
node188,4995.3823,1415.4513
node189,5166.176,1382.5239
node190,5330.3057,1353.7933
node191,5501.8667,1321.2614
node192,5664.6694,1294.3817
node193,5824.686,1274.1882
node194,5994.395,1300.492
node195,6152.82,1312.2075
node196,6291.6753,1323.7994
node197,6450.9165,1333.9946
node198,6632.497,1356.8536
node199,6814.656,1360.8785
node200,6972.41,1376.1272
node201,7160.6714,1386.5728
node202,7350.284,1376.945
node203,7533.824,1374.2378
node204,7747.608,1385.9934
node205,8018.455,1266.9279
node206,847.874,1622.45
node207,1105.2814,1802.6478
node208,1334.4459,1875.0992
node209,1561.551,1909.2819
node210,1813.4727,1950.4257
node211,2007.5376,1972.1274
node212,2201.6506,1956.4576
node213,2417.1025,1952.396
node214,2642.1018,1914.879
node215,2851.742,1865.9298
node216,3027.1792,1826.7468
node217,3189.0713,1784.3234
node218,3357.5615,1764.5583
node219,3502.4788,1727.3333
node220,3628.8516,1691.9498
node221,3782.5784,1672.9824
node222,3911.0356,1640.7285
node223,4065.0603,1616.461
node224,4225.854,1596.1155
node225,4346.3364,1621.1227
node226,4489.6255,1619.1519
node227,4653.9956,1610.0416
node228,4816.053,1580.1477
node229,4977.129,1561.1475
node230,5161.238,1538.5269
node231,5303.7188,1520.5364
